category_id,parent_id,category_name
2987,3027,hair waxes
1500,236,rack consoles
2551,585,camera data transmitters
3114,2025,coffee
992,242,GPRS equipment
1388,2556,surge protectors
4109,4102,navigator POIs
1151,1601,power extensions
845,692,printable textiles
1574,830,Serial Attached SCSI 
1251,4495,soap 
3190,3189,lathe accessories
5743,1280,electric heating pads
1984,1981,baby carriers
1907,1886,pneumatic nailers
4469,4456,table linen sets
4485,4474,door blinds
1322,4964,freezers
5677,4786,pin buttons
3925,4896,measuring scoops
848,843,polypropylene films
1841,4501,table clocks
5089,3678,baby overalls 
5559,3027,hair powders
6055,5969,pet strollers
6156,6140,bracelets
4124,5070,luggage tags
2465,2295,coloring pages 
1608,372,fuser lamps
225,2833,printers 
4072,1732,woodwind instruments
471,453,lead refills
2155,1990,climbing accessories
5220,1987,childproofing kits
2544,2295,building sets
5671,1119,fancy dress jewellery
3959,2295,toy playsets
982,1147,cushion wraps 
5823,561,projection screen materials
5676,4786,cummerbunds
3945,3743,animal models
2849,1293,active
5954,2248,fish 
2811,2264,photo studio flash unit accessories
1929,1885,cordless impact wrenches
2319,287,SIM
4730,4723,manual sanding supplies
4948,4974,binding systems
5272,4958,surface repair kits
2785,1981,pram
4202,1265,bread
5636,6230,mosaic kits
5398,4765,drip pressure regulators
5502,4513,garden edgings
3717,3665,car roof rack accessories
3516,1962,bicycle 
3694,1966,winter sport carriers
5547,2114,backstops
5002,5003,glass 
1827,1825,eraser refills
567,558,data projectors
935,5027,microphones
5319,2115,skimboards
1295,692,perforated paper
2112,1960,racket sports equipment
4194,1265,fresh fruits
3980,403,sidewalk chalks
986,2556,grounding hardware
2067,1744,electric towel dryers
5115,2767,magnetizers 
2245,1961,rhythmic gymnastics balls
1062,150,PC
1820,4618,staple guns
5099,4776,concretes
3949,3743,scale model supplies
6145,6138,fine body jewellery
3209,1961,medicine balls
1673,1744,thermostats
1045,5663,playing cards
2213,2115,surfboard bags 
4576,2832,kids shelves
1936,1797,inductance coils
3724,3723,ladder carrier accessories
5354,1263,drinking chocolate
4293,4291,instant mashed potatoes
1589,287,blank Blu
6043,2114,floorball balls
3538,2830,garden 
312,1305,duplex units
4037,1987,baby garment sanitizers
2216,2115,surfboard wax
1237,1236,trash bags
5145,1988,baby bubble baths
1496,4968,paperclip dispensers
2931,1747,bathroom sinks
4379,1856,mounting tapes 
2638,4884,serving baskets
5141,1315,electric skillets
3411,1966,vehicle batteries
1552,2,content management software
1319,1315,fryers
3973,1325,microwave cookware
1454,4844,dishwashing detergents
4474,2028,home decorative accents
4815,1966,vehicle care products
4958,4776,tapes
5535,5318,frostings 
210,2840,disk arrays
1810,4915,smoke detectors
1678,4918,door intercom systems
258,242,network switches
5948,3282,keystone modules
448,438,pencil sharpeners
5494,4899,push up cake moulds
823,1575,bags
4049,1332,disposable kitchenware
5579,5137,compressors
4234,4230,frozen berries
1296,1058,computer TV tuners
4571,2832,kids bed headboards
4465,4457,towel sets
4862,4861,antacids
5515,4880,food wrap dispensers
2336,453,pencil cases
248,242,Multistation Access Units 
6032,4775,maternity shirts 
2894,1315,electric food choppers
5140,5138,stage 
5493,5491,shade cloth accessories
5333,2005,winter sports equipment accessories
2593,2332,work lights
2566,2555,power supply transformers
1536,1305,multi bin mailboxes
5436,4765,irrigation system parts 
2208,2115,wakeboards
4302,5054,energy bars
6137,6135,timepieces
4441,3502,memo boards
51,55,development software
4231,4230,frozen fresh meat
3264,2869,smart home light controllers
405,4951,drafting films
4063,3241,camera drone cases
5902,5899,pet tick removers
6208,6174,girl
5477,4509,insect hotels
3427,3426,stationary planers
2273,2558,energy cost meters
1583,107,mobile data subscriptions
377,373,ink cartridges
4526,3531,bathroom storage cabinets
4604,4603,utility shelves 
5622,3840,air hockey pucks
5450,823,shoe 
1372,4917,video servers
4083,4525,potting soils
2607,1390,barbecue
1455,1684,matches
4629,2581,hair removal creams
910,107,navigators
6215,3807,sleeping caps
4208,3712,baking mixes 
4130,2089,baby bath accessories
3543,2112,badminton shoes
3076,1280,teeth whitening
3216,1961,exercise bands
4533,2026,guest beds 
1681,1744,fireplaces
5339,2561,electrical conduits
4298,4296,dried seeds
3334,2840,personal cloud storage devices
1221,403,hobby paints
2817,4456,napkin holders
3653,6102,panties
5679,1119,fancy dress props
4869,4842,upholstery cleaners
2864,1280,hair care
2654,1730,glue gun accessories
4954,1,QA_Gegos_cat
5643,1747,bidet seats
4521,4513,decorative garden stones
4602,2414,slipcovers
1253,2310,automatic air fresheners 
3359,4915,heat detectors
562,558,slide projectors
2436,2561,cable trunking systems
3637,1961,yoga mat bands
989,2844,processors
2947,2709,cuticle oils
114,242,telephone switching equipment
1836,4579,banners
4646,4615,woodworking chisels
481,4950,tab indexes
2562,2554,electrical distribution
5719,1119,bunting banners
6096,4805,girls
2069,1243,carpet cleaning machines
1293,2836,infotainment
3422,1962,hand air pumps
4115,2295,kids
5570,935,boom poles
5453,1990,garden 
2699,1747,boiling water faucets
4912,2027,cabinet parts
4968,390,desk 
2578,4881,pan sets
1499,2556,circuit breakers
5191,1960,coach 
2599,1513,digital photo frame accessories
2035,300,money handling products
3643,1577,men
3513,1962,bicycle bags 
6091,4805,girls
99,21,educational software
3447,2060,car tire chains
6072,4786,garters
2008,2005,snowboards
6099,1578,women
4518,4514,wind chimes 
6081,692,magnet paper
4244,4230,ice cream 
4865,4842,drain cleaners
242,2833,networking
3453,4885,pie dishes
2639,4456,tablecloths
5418,2114,basketball nets
3466,4884,tea boxes
3276,4913,tongue cleaners
5756,1333,hair straightener accessories
2467,1978,eyepiece accessories
3612,4445,curtain rods
5180,4915,vibration detectors
918,2840,magneto optical drives
2808,1690,softbox accessories
164,2844,motherboards
2267,1243,window cleaning tools
