ancestor,descendant,depth
6784,4944,2
6784,4952,3
6784,5029,3
6784,5031,3
6784,5057,3
6784,5126,3
6784,5146,3
6784,5316,4
6784,5391,3
6784,5401,3
6784,5452,2
6784,5461,3
6784,5466,4
6784,5542,2
6784,5542,4
6784,5579,2
6784,5609,3
6784,5628,4
6784,5664,4
6784,5703,3
6784,5709,3
6784,5718,3
6784,5740,1
6784,5878,2
6784,5884,3
6784,5898,3
6784,5918,1
6784,5928,2
6784,5928,3
6784,5936,2
6784,5973,3
6784,5984,3
6784,5989,2
6784,6099,2
6784,6103,1
6784,6114,3
6784,6148,4
6784,6209,4
6784,6285,3
6784,6322,3
6784,6368,3
6784,6372,2
6784,6378,3
6784,6382,3
6784,6438,4
6784,6501,3
6784,6519,2
6784,6550,3
6784,6562,3
6784,6604,3
6784,6686,2
6784,6703,4
6784,6704,3
6784,6707,2
6784,6716,3
6784,6747,2
6784,6784,0
6784,6793,2
6784,6800,1
6784,6834,4
6784,6874,3
6784,6901,2
6784,6964,2
6784,6966,3
6784,6997,3
6784,7001,2
6784,7004,2
6784,7091,3
6784,7138,2
6784,7141,2
6784,7163,3
6784,7179,2
6784,7301,2
6784,7321,3
6784,7342,2
6784,7342,3
6784,7363,3
6784,7392,3
6784,7459,3
6784,7491,4
6784,7510,2
6784,7579,3
6784,7599,3
6784,7616,3
6784,7644,3
6784,7652,2
6784,7670,3
6784,7793,3
6784,7827,4
6784,7854,1
6784,7861,3
6784,7874,3
6784,7894,2
6784,7907,3
6784,7917,2
6784,7920,1
6784,7951,3
6784,7958,3
6784,7995,3
6784,8016,2
6784,8016,4
6784,8032,4
6784,8129,3
6784,8165,4
6784,8216,2
6784,8225,3
6784,8264,3
6784,8300,4
6784,8338,4
6784,8351,3
6784,8353,3
6784,8391,4
6784,8419,2
6784,8451,3
6784,8509,2
6784,8616,2
6784,8631,2
6784,8636,2
6784,8686,2
6784,8696,3
6784,8743,2
6784,8744,3
6784,8762,3
6784,8818,4
6784,8830,3
6784,8848,4
6784,8854,1
6784,8874,3
6784,8885,3
6784,8919,2
6784,8966,2
6784,9006,2
6784,9038,2
6784,9041,2
6784,9093,3
6784,9104,3
6784,9105,3
6784,9126,3
6784,9130,2
6784,9166,3
6784,9171,3
6784,9217,3
6784,9245,4
6784,9257,2
6784,9259,3
6784,9285,3
6784,9330,3
6784,9379,3
6784,9385,2
6784,9415,3
6784,9449,3
6784,9514,2
6784,9518,3
6784,9569,3
6784,9657,3
6784,9683,4
6784,9690,4
6784,9789,2
6784,9794,3
6784,9823,3
6784,9824,2
6784,9898,3
6784,9919,3
6784,9930,3
6784,9967,2
6784,10030,3
6784,10037,3
6784,10084,3
6784,10129,3
6784,10193,3
6784,10225,3
6784,10264,3
6784,10300,2
6784,10337,3
6784,10380,4
6784,10404,3
6784,10418,4
6784,10488,3
6784,10523,3
6784,10542,2
6784,10653,3
6784,10677,3
6784,10678,2
6784,10678,4
6784,10680,3
6784,10683,3
6784,10697,3
6784,10727,1
6784,10730,3
6784,10733,3
6784,10750,3
6784,10859,3
6784,10866,2
6784,10866,4
6784,11030,2
6784,11051,2
6784,11118,2
6784,11157,3
6784,11205,2
6784,11229,3
6784,11257,3
6784,11276,3
6784,11277,4
6784,11306,2
6784,11311,2
6784,11352,3
6784,11379,4
6784,11412,3
6784,11421,2
6784,11448,3
6784,11457,2
6784,11475,3
6784,11517,3
6784,11521,2
6784,11534,2
6784,11581,3
6784,11591,3
6784,11610,3
6784,11653,3
6784,11666,3
6784,11674,4
6784,11716,2
6784,11786,2
6784,11832,1
6784,11864,2
6784,11907,3
6784,11916,2
6784,11951,4
6784,11964,3
6784,11993,2
6784,12013,3
6784,12063,3
6784,12068,4
6784,12072,2
6784,12126,3
6784,12174,3
6784,12279,2
6784,12329,3
6784,12340,1
6784,12355,3
6784,12423,3
6784,12429,2
6784,12447,3
6784,12481,2
6784,12496,2
6784,12499,3
6784,12569,1
6784,12582,3
6784,12589,3
6784,12608,3
6784,12616,2
6784,12638,4
6784,12649,2
6784,12725,2
6784,12789,2
6784,12809,3
6784,12838,2
6784,12903,3
6784,12919,3
6784,12957,2
6784,12993,3
6784,12998,3
6784,13012,4
6784,13032,2
6784,13076,4
6784,13110,3
6784,13123,4
6784,13131,3
6784,13168,4
6784,13207,3
6784,13238,2
6784,13264,3
6785,6785,0
6786,1968,1
6786,2170,1
6786,4073,1
6786,5457,1
6786,6786,0
6786,7980,1
6786,9481,1
6787,6787,0
6788,382,2
6788,390,2
6788,480,2
6788,538,2
6788,635,2
6788,777,2
6788,800,2
6788,850,2
6788,1240,2
6788,1424,2
6788,1611,2
6788,1700,2
6788,1968,2
6788,2160,2
6788,2170,2
6788,2404,2
6788,2466,2
6788,2520,2
6788,2761,2
6788,3291,2
6788,3501,2
6788,3575,1
6788,3716,1
6788,3864,2
6788,4073,2
6788,4309,2
6788,4442,2
6788,4449,2
6788,4530,2
6788,4879,2
6788,5176,2
6788,5194,2
6788,5261,2
6788,5457,2
6788,5990,2
6788,6091,2
6788,6105,2
6788,6122,2
6788,6342,2
6788,6373,1
6788,6786,1
6788,6788,0
6788,7118,2
6788,7357,2
6788,7442,2
6788,7584,2
6788,7746,2
6788,7796,2
6788,7980,2
6788,8544,2
6788,8663,2
6788,8823,2
6788,9481,2
6788,9512,2
6788,9811,1
6788,9846,2
6788,9953,2
6788,10004,2
6788,10029,2
6788,10098,1
6788,10246,1
6788,10362,1
6788,10396,2
6788,10652,2
6788,10806,2
6788,11113,1
6788,11138,2
6788,11258,1
6788,11374,2
6788,11617,2
6788,11788,1
6788,11873,2
6788,11924,2
6788,12052,2
6788,12204,2
6788,12221,1
6788,12455,1
6788,12770,2
6788,12887,2
6788,13029,2
6788,13095,2
6788,13230,2
6789,6789,0
6790,6790,0
6791,6791,0
6792,6792,0
6793,6793,0
6794,6794,0
6795,6795,0
6796,6796,0
6797,6797,0
6798,6798,0
6799,6799,0
6800,1402,1
6800,3481,1
6800,4138,1
6800,6800,0
6800,8509,1
6800,8616,1
6800,8919,1
6801,6801,0
6802,6802,0
6803,6803,0
6804,524,1
6804,2852,1
6804,3324,1
6804,6804,0
6804,8705,1
6805,6805,0
6806,6806,0
6807,6807,0
6808,6808,0
6809,6809,0
6810,6810,0
6811,6811,0
6812,6812,0
6813,6813,0
6814,6814,0
6815,6815,0
6816,6816,0
6817,6817,0
6818,3834,1
6818,4107,1
6818,6789,1
6818,6818,0
6818,10586,1
6819,6819,0
6820,1413,1
6820,3625,1
6820,4256,1
6820,4337,1
6820,4454,1
6820,4920,1
6820,6820,0
6820,7949,1
6820,12292,1
6820,13003,1
6821,6821,0
6822,6822,0
6823,6823,0
6824,6824,0
6825,690,1
6825,955,1
6825,1467,1
6825,1595,1
6825,1625,1
6825,3570,1
6825,6825,0
6825,7678,1
6825,8707,1
6825,12526,1
6825,12617,1
6826,6826,0
6827,6827,0
6828,6828,0
6829,5568,1
6829,6829,0
6829,7623,1
6829,8381,1
6829,11728,1
6829,12159,1
6829,12304,1
6830,6830,0
6831,5,2
6831,391,2
6831,911,2
6831,944,2
6831,989,2
6831,1164,2
6831,1298,1
6831,1632,2
6831,1814,2
6831,2000,2
6831,2060,2
6831,2147,2
6831,2167,2
6831,2261,2
6831,2359,2
6831,2889,2
6831,3554,2
6831,3607,3
6831,3626,1
6831,3719,2
6831,3803,2
6831,3833,2
6831,4053,2
6831,4082,1
6831,4335,2
6831,4416,2
6831,4802,2
6831,5705,3
6831,5710,1
6831,6022,2
6831,6124,2
6831,6234,3
6831,6695,2
6831,6795,2
6831,6831,0
6831,7192,1
6831,7230,2
6831,7804,2
6831,7970,2
6831,8009,2
6831,8048,3
6831,8053,2
6831,8156,1
6831,8581,2
6831,8614,3
6831,8682,2
6831,9078,2
6831,9334,2
6831,9403,2
6831,9578,2
6831,9924,2
6831,10294,2
6831,10563,2
6831,10571,2
6831,10868,2
6831,10930,2
6831,11136,2
6831,11146,2
6831,11576,1
6831,11668,2
6831,11725,2
6831,11961,2
6831,12405,3
6831,12526,3
6831,12696,2
6831,12885,2
6831,13132,2
6831,13219,2
6831,13232,1
6832,6832,0
6833,6833,0
6834,6834,0
6835,6835,0
6836,6836,0
6837,6837,0
6838,6838,0
6839,6839,0
6840,6840,0
6841,2,2
6841,194,3
6841,301,3
6841,322,3
6841,335,2
6841,409,3
6841,504,2
6841,533,2
6841,537,3
6841,604,2
6841,623,1
6841,757,2
6841,772,3
6841,840,3
6841,922,3
6841,1095,3
6841,1215,3
6841,1244,2
6841,1396,2
6841,1514,3
6841,1529,3
6841,1623,3
6841,1676,2
6841,1935,3
6841,1939,2
6841,2034,2
6841,2182,2
6841,2185,3
6841,2458,3
6841,2502,3
6841,2593,3
6841,2643,3
6841,2720,3
6841,2853,3
6841,2874,3
6841,2915,3
6841,2924,3
6841,2934,2
6841,3102,1
6841,3135,2
6841,3224,2
6841,3256,3
6841,3445,3
6841,3578,3
6841,3683,3
6841,3736,3
6841,3850,1
6841,3874,3
6841,3920,3
6841,3964,1
6841,4008,2
6841,4200,3
6841,4217,2
6841,4289,3
6841,4334,2
6841,4573,3
6841,4597,3
6841,4606,2
6841,4841,3
6841,4900,2
6841,5037,3
6841,5040,3
6841,5073,3
6841,5094,3
6841,5095,1
6841,5189,3
6841,5254,3
6841,5285,1
6841,5319,2
6841,5321,3
6841,5349,3
6841,5400,2
6841,5422,3
6841,5484,3
6841,5529,2
6841,5826,2
6841,5830,3
6841,5904,2
6841,5906,3
6841,5951,2
6841,5961,2
6841,6077,1
6841,6102,2
6841,6198,3
6841,6278,3
6841,6283,3
6841,6493,1
6841,6841,0
6841,6943,3
6841,7057,2
6841,7111,3
6841,7136,3
6841,7239,2
6841,7351,3
6841,7402,3
6841,7463,2
6841,7618,2
6841,7762,2
6841,7872,2
6841,7892,3
6841,8144,2
6841,8834,2
6841,8866,3
6841,8946,3
6841,8955,3
6841,8975,3
6841,9030,2
6841,9121,3
6841,9372,2
6841,9583,2
6841,9598,3
6841,9719,3
6841,9908,3
6841,10064,3
6841,10231,3
6841,10277,3
6841,10445,3
6841,10513,3
6841,10603,2
6841,10636,2
6841,10649,2
6841,10723,2
6841,10771,3
6841,10780,2
6841,10821,2
6841,10891,3
6841,11072,2
6841,11211,3
6841,11247,2
6841,11424,2
6841,11427,3
6841,11459,2
6841,11538,2
6841,11596,3
6841,11769,2
6841,11820,3
6841,11957,2
6841,12078,3
6841,12143,3
6841,12185,1
6841,12217,2
6841,12233,3
6841,12252,2
6841,12493,3
6841,12660,3
6841,12734,1
6841,12771,2
6841,12893,3
6841,12895,3
6841,13083,2
6841,13150,2
6841,13226,2
6842,1140,1
6842,6842,0
6842,8436,1
6842,11326,1
6843,6843,0
6844,1163,1
6844,3293,1
6844,5145,1
6844,6371,1
6844,6844,0
6844,6955,1
6844,7956,1
6844,8472,1
6845,6845,0
6846,319,1
6846,4308,1
6846,5027,1
6846,6846,0
6846,6948,1
6846,8551,1
6846,9082,1
6847,6847,0
6848,6848,0
6849,6849,0
6850,6850,0
6851,6851,0
6852,6852,0
6853,695,1
6853,1882,1
6853,3431,1
6853,5690,1
6853,6853,0
6853,8136,1
6854,6854,0
6855,6855,0
6856,6856,0
6857,6857,0
6858,6858,0
6859,6859,0
6860,6860,0
6861,190,2
6861,215,1
6861,674,2
6861,926,1
6861,1128,2
6861,1914,1
6861,6164,1
6861,6397,1
6861,6861,0
6861,9413,2
6861,9436,1
6861,9994,1
6861,10957,1
6861,13025,1
6862,6862,0
6863,6863,0
6864,6864,0
6865,6865,0
6866,6866,0
6867,6867,0
6868,6868,0
6869,6869,0
6870,6870,0
6871,6871,0
6872,6872,0
6873,6873,0
6874,6874,0
6875,6875,0
6876,6876,0
6877,6877,0
6878,6878,0
6879,6879,0
6880,6880,0
6881,6881,0
6882,6882,0
6883,6883,0
6884,6884,0
6885,6885,0
6886,6886,0
6887,6887,0
6888,572,1
6888,2387,1
6888,3868,1
6888,4257,1
6888,4357,1
6888,4716,1
6888,4795,1
6888,5205,1
6888,5387,1
6888,6888,0
6888,8209,1
6888,8235,1
6888,8322,1
6888,8622,1
6888,9126,1
6888,9793,1
6888,10030,1
6888,10049,1
6888,10214,1
6888,11305,1
6888,11352,1
6888,11581,1
6888,13028,1
6889,6889,0
6890,6890,0
6891,1415,1
6891,1746,1
6891,4880,1
6891,6029,1
6891,6891,0
6891,7585,1
6892,6892,0
6893,6893,0
6894,6894,0
6895,6895,0
6896,6896,0
6897,6897,0
6898,6898,0
6899,6899,0
6900,6900,0
6901,6901,0
6902,6902,0
6903,6903,0
6904,6904,0
6905,6905,0
6906,6906,0
6907,6907,0
6908,6908,0
6909,298,1
6909,1949,1
6909,5462,1
6909,6768,1
6909,6909,0
6909,8140,1
6909,9070,1
6909,9096,1
6909,9123,1
6909,11275,1
6909,11767,1
6909,12194,1
6909,13098,1
6910,6910,0
6911,6911,0
6912,6912,0
6913,6913,0
6914,6914,0
6915,6915,0
6916,6916,0
6917,6917,0
6918,6918,0
6919,6919,0
6920,6920,0
6921,6921,0
6922,2752,1
6922,3297,1
6922,5877,1
6922,6922,0
6922,7573,1
6922,8457,1
6922,10460,1
6923,6923,0
6924,6924,0
6925,855,1
6925,1084,1
6925,2518,1
6925,2880,1
6925,6925,0
6925,8295,1
6925,9432,1
6925,11363,1
6926,5165,1
6926,6926,0
6926,12027,1
6927,6927,0
6928,6928,0
6929,6929,0
6930,6930,0
6931,11,2
6931,348,2
6931,6698,1
6931,6931,0
6931,10447,1
6932,6932,0
6933,6933,0
6934,6934,0
6935,6935,0
6936,6,2
6936,76,2
6936,87,3
6936,198,3
6936,213,3
6936,496,2
6936,663,3
6936,760,2
6936,779,3
6936,920,2
6936,1028,3
6936,1077,2
6936,1129,2
6936,1286,2
6936,1347,2
6936,1384,2
6936,1466,2
6936,1491,2
6936,1584,3
6936,1764,2
6936,1877,3
6936,1940,2
6936,2016,2
6936,2116,2
6936,2139,2
6936,2429,2
6936,2436,2
6936,2805,2
6936,2845,2
6936,2869,2
6936,3043,2
6936,3215,3
6936,3286,2
6936,3357,2
6936,3412,2
6936,3421,2
6936,3972,3
6936,4044,3
6936,4080,2
6936,4198,3
6936,4315,2
6936,4610,2
6936,4703,2
6936,4714,2
6936,4725,2
6936,4830,2
6936,4850,3
6936,4896,2
6936,4899,2
6936,4985,2
6936,5035,2
6936,5135,2
6936,5204,1
6936,5238,2
6936,5271,1
6936,5317,2
6936,5440,2
6936,5524,2
6936,5592,2
6936,5655,2
6936,5662,2
6936,5752,1
6936,5770,2
6936,6043,3
6936,6090,2
6936,6354,2
6936,6478,2
6936,6548,3
6936,6742,1
6936,6776,2
6936,6791,3
6936,6936,0
6936,6974,3
6936,7006,2
6936,7094,2
6936,7232,2
6936,7371,2
6936,8019,3
6936,8093,2
6936,8102,3
6936,8193,1
6936,8257,2
6936,8263,2
6936,8394,3
6936,8442,2
6936,8444,2
6936,8563,2
6936,8629,2
6936,8756,2
6936,8909,2
6936,8970,3
6936,9394,2
6936,9542,3
6936,9566,2
6936,9767,2
6936,9903,1
6936,9986,2
6936,10187,2
6936,10442,2
6936,10532,2
6936,10655,2
6936,10665,3
6936,10701,2
6936,10887,2
6936,10902,2
6936,10909,2
6936,10980,2
6936,11002,3
6936,11124,2
6936,11135,3
6936,11198,3
6936,11330,1
6936,11595,2
6936,11679,2
6936,11779,2
6936,11842,2
6936,12056,3
6936,12131,1
6936,12140,2
6936,12431,2
6936,12460,2
6936,13133,1
6936,13141,2
6936,13218,2
6936,13231,1
6936,13249,2
6937,5836,1
6937,6025,1
6937,6381,1
6937,6917,1
6937,6937,0
6937,7362,1
6937,11810,1
6937,13158,1
6938,6938,0
6939,6939,0
6940,6940,0
6941,6941,0
6942,892,1
6942,3353,1
6942,3392,1
6942,6942,0
6943,6943,0
6944,391,2
6944,733,1
6944,4528,1
6944,4983,1
6944,5521,2
6944,5964,1
6944,6243,2
6944,6730,1
6944,6794,1
6944,6889,1
6944,6944,0
6944,6955,1
6944,8963,2
6944,9132,1
6944,10776,1
6944,12526,2
6945,6945,0
6946,6946,0
6947,1793,1
6947,3748,1
6947,3990,1
6947,4786,1
6947,4875,1
6947,6947,0
6948,6948,0
6949,6949,0
6950,6950,0
6951,6951,0
6952,6952,0
6953,6953,0
6954,6954,0
6955,6955,0
6956,6956,0
6957,6957,0
6958,6958,0
6959,6959,0
6960,6960,0
6961,6961,0
6962,6962,0
6963,6963,0
6964,6964,0
6965,6965,0
6966,6966,0
6967,6967,0
6968,6968,0
6969,6969,0
6970,6970,0
6971,6971,0
6972,1966,1
6972,2411,1
6972,3891,1
6972,6412,1
6972,6844,1
6972,6972,0
6972,7946,1
6972,8781,1
6972,11118,1
6973,6973,0
6974,6974,0
6975,6975,0
6976,6976,0
6977,6977,0
6978,6978,0
6979,6979,0
6980,6980,0
6981,6981,0
6982,6982,0
6983,6983,0
6984,6984,0
6985,6985,0
6986,1806,1
6986,2055,1
6986,3636,1
6986,4143,2
6986,4203,1
6986,4561,1
6986,6134,1
6986,6640,1
6986,6986,0
6986,6991,1
6986,7051,2
6986,7372,1
6986,8417,2
6986,9348,1
6986,11266,1
6986,11312,1
6986,11483,1
6986,11566,2
6986,11600,2
6986,11815,1
6986,11896,2
6986,12783,2
6986,12897,1
6987,6987,0
6988,736,1
6988,1911,1
6988,2460,1
6988,2953,1
6988,5151,1
6988,6607,1
6988,6988,0
6988,7299,2
6988,7524,1
6988,8057,2
6988,10819,1
6988,12026,1
6988,12120,1
6988,12705,1
6989,6989,0
6990,6990,0
6991,6991,0
6992,499,2
6992,1035,1
6992,1313,2
6992,2401,2
6992,2437,1
6992,2728,1
6992,4981,1
6992,6593,1
6992,6992,0
6992,8384,1
6992,8453,1
6992,8508,1
6992,9946,1
6992,10427,1
6992,10630,2
6992,11479,1
6992,11929,2
6992,13237,2
6993,4892,1
6993,6993,0
6993,9646,1
6993,12709,1
6994,17,1
6994,391,2
6994,725,2
6994,2319,1
6994,2849,2
6994,3447,1
6994,4534,1
6994,4618,1
6994,4762,1
6994,5314,2
6994,5750,2
6994,6091,1
6994,6876,1
6994,6994,0
6994,7221,1
6994,7251,2
6994,7908,2
6994,7994,1
6994,8244,1
6994,8368,1
6994,8626,1
6994,8710,1
6994,9695,1
6994,9760,1
6994,10257,2
6994,10394,1
6994,10546,1
6994,10844,2
6994,11636,1
6994,12020,1
6994,12260,1
6994,12356,1
6994,12441,2
6994,12709,2
6994,12871,1
6994,12884,1
6995,5890,1
6995,6386,1
6995,6995,0
6995,7337,1
6995,11349,1
6995,11419,1
6996,6996,0
6997,6997,0
6998,6998,0
6999,31,1
6999,4854,1
6999,6999,0
6999,9137,1
6999,10181,1
6999,10956,1
7000,7000,0
7001,7001,0
7002,7002,0
7003,6897,1
7003,7003,0
7003,7946,1
7003,10166,1
7004,334,1
7004,391,2
7004,529,1
7004,815,1
7004,1464,1
7004,1596,2
7004,1775,1
7004,3487,1
7004,3499,2
7004,4262,2
7004,4332,1
7004,4346,1
7004,4418,1
7004,4519,2
7004,4908,1
7004,6382,1
7004,7004,0
7004,7491,2
7004,7827,2
7004,8848,2
7004,8874,1
7004,9171,1
7004,9569,1
7004,10129,1
7004,10523,1
7004,10697,1
7004,10733,1
7004,11277,2
7004,11352,1
7004,11610,1
7004,12638,2
7004,13076,2
7004,13168,2
7005,7005,0
7006,7006,0
7007,7007,0
7008,7008,0
7009,7009,0
7010,7010,0
7011,7011,0
7012,1085,1
7012,2394,1
7012,6482,1
7012,6507,1
7012,7012,0
7012,9283,1
7012,9902,1
7012,11798,1
7012,12099,1
7013,7013,0
7014,7014,0
7015,7015,0
7016,7016,0
7017,7017,0
7018,7018,0
7019,7019,0
7020,7020,0
7021,7021,0
7022,7022,0
7023,7023,0
7024,7024,0
7025,7025,0
7026,7026,0
7027,7027,0
7028,7028,0
7029,7029,0
7030,7030,0
7031,7031,0
7032,7032,0
7033,1252,2
7033,1446,1
7033,2271,2
7033,2700,1
7033,3046,2
7033,4021,2
7033,4412,2
7033,5385,1
7033,6104,1
7033,7033,0
7033,7257,2
7033,7471,2
7033,7898,2
7033,7994,2
7033,9045,2
7033,9277,1
7033,9499,2
7033,9513,2
7033,9581,1
7033,10252,1
7033,10534,2
7033,10539,2
7033,10700,2
7033,10719,1
7033,10915,1
7033,11757,1
7033,11797,2
7033,12477,2
7033,12720,2
7033,12797,1
7033,13236,2
7034,7034,0
7035,7035,0
7036,129,1
7036,1088,1
7036,1681,1
7036,2133,1
7036,2163,1
7036,2365,1
7036,3540,1
7036,4673,1
7036,4833,1
7036,5850,1
7036,7036,0
7036,8824,1
7036,9897,1
7036,9975,1
7036,10059,1
7036,10080,1
7036,11887,1
7036,11995,1
7037,7037,0
7038,7038,0
7039,7039,0
7040,7040,0
7041,511,1
7041,848,1
7041,2145,1
7041,2161,1
7041,2422,1
7041,4433,1
7041,4532,1
7041,7041,0
7041,7284,1
7041,8368,1
7041,8403,1
7041,8409,1
7041,8824,1
7041,9345,1
7041,9974,1
7041,10756,1
7042,7042,0
7043,1936,1
7043,2964,1
7043,7043,0
7043,8954,1
7043,9511,1
7043,10908,1
7043,10946,1
7043,11635,1
7043,12175,1
7043,13253,1
7044,7044,0
7045,1792,1
7045,5434,1
7045,6583,1
7045,7045,0
7045,7352,1
7045,8296,1
7045,9102,1
7045,9190,1
7045,9747,1
7045,12045,1
7046,7046,0
7047,7047,0
7048,7048,0
7049,7049,0
7050,7050,0
7051,7051,0
7052,7052,0
7053,7053,0
7054,7054,0
7055,7055,0
7056,7056,0
7057,2643,1
7057,7057,0
7057,8946,1
7058,7058,0
7059,7059,0
7060,7060,0
7061,7061,0
7062,7062,0
7063,428,2
7063,943,1
7063,982,1
7063,1404,2
7063,2533,1
7063,3081,2
7063,4612,1
7063,5002,1
7063,5545,1
7063,7063,0
7063,8871,1
7063,10664,2
7063,11582,2
7063,11975,1
7063,12313,1
7063,12619,2
7063,12764,2
7063,12906,1
7064,7064,0
7065,7065,0
7066,1504,1
7066,4364,1
7066,5811,1
7066,7007,1
7066,7066,0
7066,12437,1
7067,221,3
7067,246,3
7067,457,4
7067,632,3
7067,653,3
7067,739,3
7067,812,3
7067,935,3
7067,966,3
7067,988,3
7067,1010,2
7067,1065,3
7067,1072,2
7067,1093,2
7067,1135,2
7067,1274,3
7067,1302,3
7067,1441,3
7067,1773,3
7067,1908,2
7067,1936,2
7067,1941,2
7067,1984,3
7067,2102,4
7067,2129,1
7067,2213,2
7067,2220,3
7067,2268,4
7067,2279,2
7067,2293,3
7067,2447,4
7067,2506,3
7067,2529,4
7067,2558,3
7067,2572,3
7067,2581,3
7067,2617,3
7067,2650,3
7067,2723,3
7067,2799,3
7067,2830,2
7067,2868,3
7067,2877,3
7067,2964,2
7067,2972,2
7067,2991,3
7067,3047,3
7067,3151,3
7067,3181,2
7067,3182,3
7067,3298,3
7067,3319,3
7067,3443,3
7067,3537,2
7067,3747,1
7067,3770,3
7067,3780,1
7067,3786,3
7067,3821,3
7067,3865,3
7067,4033,2
7067,4054,3
7067,4069,3
7067,4134,4
7067,4165,3
7067,4251,1
7067,4253,2
7067,4279,3
7067,4310,3
7067,4413,3
7067,4502,3
7067,4529,2
7067,4705,3
7067,4710,3
7067,4806,3
7067,4871,3
7067,5008,2
7067,5101,2
7067,5179,3
7067,5209,3
7067,5267,3
7067,5280,4
7067,5297,3
7067,5362,2
7067,5519,1
7067,5670,2
7067,5773,2
7067,5858,2
7067,5909,3
7067,5935,3
7067,6084,4
7067,6131,3
7067,6240,3
7067,6255,2
7067,6317,3
7067,6329,3
7067,6348,3
7067,6565,2
7067,6624,3
7067,6794,2
7067,6867,3
7067,6949,2
7067,6955,2
7067,7043,1
7067,7067,0
7067,7152,2
7067,7161,3
7067,7166,1
7067,7207,3
7067,7210,2
7067,7225,4
7067,7353,3
7067,7572,2
7067,7611,3
7067,7834,3
7067,8099,2
7067,8109,3
7067,8193,1
7067,8194,3
7067,8206,2
7067,8261,3
7067,8301,3
7067,8307,2
7067,8556,1
7067,8561,4
7067,8615,3
7067,8671,3
7067,8749,4
7067,8826,2
7067,8900,3
7067,8954,2
7067,8978,3
7067,8981,3
7067,9256,3
7067,9311,4
7067,9511,2
7067,9764,3
7067,9929,3
7067,9988,3
7067,10003,4
7067,10191,2
7067,10232,2
7067,10342,4
7067,10413,3
7067,10421,3
7067,10439,4
7067,10522,2
7067,10614,2
7067,10684,3
7067,10702,2
7067,10742,4
7067,10772,3
7067,10908,2
7067,10946,2
7067,11045,4
7067,11079,3
7067,11203,2
7067,11280,3
7067,11369,2
7067,11635,2
7067,11738,2
7067,11749,2
7067,12017,4
7067,12075,3
7067,12168,2
7067,12175,2
7067,12365,4
7067,12373,3
7067,12462,2
7067,12556,2
7067,12588,2
7067,12645,2
7067,12694,3
7067,12733,3
7067,12846,3
7067,13019,4
7067,13059,4
7067,13113,1
7067,13253,2
7068,7068,0
7069,7069,0
7070,7070,0
7071,7071,0
7072,7072,0
7073,68,1
7073,3635,1
7073,6327,1
7073,7073,0
7073,12514,1
7073,12804,1
7074,7074,0
7075,7075,0
7076,7076,0
7077,7077,0
7078,7078,0
7079,7079,0
7080,7080,0
7081,7081,0
7082,7082,0
7083,7083,0
7084,7084,0
7085,7085,0
7086,7086,0
7087,104,4
7087,109,3
7087,154,3
7087,189,3
7087,207,3
7087,212,4
7087,263,4
7087,282,2
7087,362,3
7087,405,4
7087,435,3
7087,449,4
7087,451,3
7087,509,3
7087,528,3
7087,550,3
7087,569,3
7087,712,4
7087,844,3
7087,885,3
7087,1015,4
7087,1023,2
7087,1041,3
7087,1059,4
7087,1067,3
7087,1143,2
7087,1159,3
7087,1204,4
7087,1318,4
7087,1361,3
7087,1381,2
7087,1410,3
7087,1438,4
7087,1440,3
7087,1460,3
7087,1471,4
7087,1505,3
7087,1581,2
7087,1605,3
7087,1636,4
7087,1651,4
7087,1695,3
7087,1734,3
7087,1846,3
7087,1868,4
7087,1979,3
7087,2115,2
7087,2132,4
7087,2186,3
7087,2193,3
7087,2198,3
7087,2409,3
7087,2489,3
7087,2599,3
7087,2601,3
7087,2605,3
7087,2608,3
7087,2621,3
7087,2626,4
7087,2652,1
7087,2689,3
7087,2695,3
7087,2711,3
7087,2729,4
7087,2742,3
7087,2769,4
7087,2782,2
7087,2856,4
7087,2879,3
7087,2892,2
7087,2970,3
7087,3003,4
7087,3075,3
7087,3076,3
7087,3091,2
7087,3092,2
7087,3131,2
7087,3187,3
7087,3270,3
7087,3278,4
7087,3284,3
7087,3292,3
7087,3304,4
7087,3313,4
7087,3337,3
7087,3390,3
7087,3404,3
7087,3462,4
7087,3520,3
7087,3548,2
7087,3568,3
7087,3590,3
7087,3602,3
7087,3631,3
7087,3687,3
7087,3737,3
7087,3784,4
7087,3799,3
7087,3851,4
7087,3894,4
7087,3977,3
7087,4137,3
7087,4148,3
7087,4178,3
7087,4232,3
7087,4305,3
7087,4436,3
7087,4547,3
7087,4572,3
7087,4576,3
7087,4588,4
7087,4623,4
7087,4641,3
7087,4727,3
7087,4768,2
7087,4783,3
7087,4818,4
7087,4837,4
7087,4905,2
7087,4910,4
7087,5007,3
7087,5010,3
7087,5028,3
7087,5049,3
7087,5090,3
7087,5099,3
7087,5112,4
7087,5216,3
7087,5225,3
7087,5304,3
7087,5315,2
7087,5339,3
7087,5411,4
7087,5476,3
7087,5502,3
7087,5508,3
7087,5535,3
7087,5564,3
7087,5572,2
7087,5573,2
7087,5611,3
7087,5643,3
7087,5702,3
7087,5749,4
7087,5810,3
7087,5956,3
7087,6178,3
7087,6241,4
7087,6261,3
7087,6276,3
7087,6297,3
7087,6326,3
7087,6336,3
7087,6390,2
7087,6476,4
7087,6508,3
7087,6566,3
