ancestor,descendant,depth
896,6011,2
896,6219,2
896,6322,1
896,6768,2
896,7213,2
896,7500,2
896,7742,2
896,7958,1
896,7994,2
896,8026,2
896,8115,1
896,8133,2
896,8288,2
896,8824,2
896,9022,2
896,9561,2
896,9640,2
896,9720,2
896,9998,1
896,10032,2
896,10043,2
896,10932,1
896,11048,2
896,11352,2
896,11869,2
896,12099,2
896,12709,1
896,12709,2
896,12925,2
896,13110,2
897,897,0
898,898,0
899,899,0
900,900,0
901,901,0
902,902,0
903,903,0
904,904,0
905,905,0
906,906,0
907,907,0
908,908,0
908,1106,1
908,6605,1
908,7632,1
908,9297,1
908,12500,1
909,909,0
910,910,0
911,911,0
912,912,0
913,913,0
914,914,0
915,915,0
916,916,0
917,917,0
918,918,0
919,919,0
920,920,0
921,921,0
922,922,0
923,923,0
924,924,0
925,925,0
926,926,0
927,927,0
928,928,0
929,929,0
930,930,0
931,931,0
932,932,0
933,933,0
934,934,0
935,935,0
936,936,0
937,937,0
938,938,0
939,939,0
940,940,0
941,941,0
942,942,0
943,943,0
944,944,0
944,1799,1
944,3607,1
944,5218,1
944,5705,1
944,6234,1
944,8048,1
944,8614,1
944,8846,1
944,10002,1
944,11893,1
944,12405,1
944,12526,1
945,94,1
945,945,0
945,7139,1
945,8044,1
945,9142,1
945,9511,1
945,12526,1
946,946,0
947,947,0
948,948,0
949,949,0
949,3051,1
949,7778,1
950,950,0
951,951,0
952,952,0
953,953,0
954,954,0
955,955,0
956,956,0
957,957,0
958,958,0
959,959,0
960,579,1
960,960,0
960,1273,1
960,1973,1
960,2476,1
960,3291,1
960,3423,1
960,4580,1
960,6018,1
960,6137,1
960,6481,1
960,6656,1
960,6754,1
960,6775,1
960,6878,1
960,6888,1
960,7799,1
960,7984,1
960,8371,1
960,8572,1
960,8645,1
960,9864,1
960,11036,1
960,11344,1
960,11952,1
960,12021,1
960,12243,1
961,961,0
962,962,0
963,963,0
964,964,0
965,965,0
966,966,0
967,967,0
968,968,0
969,969,0
970,970,0
971,971,0
972,972,0
973,973,0
974,974,0
975,975,0
975,3443,1
975,8638,1
975,10233,1
976,976,0
977,977,0
978,978,0
979,979,0
980,980,0
981,981,0
982,428,1
982,982,0
982,1404,1
982,1859,1
982,1969,1
982,2725,1
982,3081,1
982,5227,1
982,5610,1
982,5817,1
982,8431,1
982,9871,1
982,10664,1
982,11042,1
982,11582,1
982,12235,1
982,12510,1
982,12619,1
982,12764,1
983,983,0
984,984,0
985,761,1
985,985,0
985,5093,1
985,5568,2
985,6829,1
985,7623,2
985,8381,2
985,8585,1
985,9294,1
985,11728,2
985,12159,2
985,12304,2
985,13081,1
986,986,0
986,6888,1
986,8159,1
987,987,0
988,988,0
989,989,0
990,990,0
991,1,3
991,7,3
991,17,3
991,23,2
991,65,2
991,73,2
991,80,4
991,82,3
991,86,2
991,117,2
991,156,3
991,164,3
991,171,3
991,197,2
991,217,1
991,217,2
991,217,3
991,236,2
991,245,2
991,253,2
991,281,4
991,290,2
991,296,3
991,296,4
991,302,2
991,313,3
991,332,2
991,383,2
991,391,2
991,391,3
991,391,4
991,398,4
991,424,2
991,431,2
991,453,1
991,473,3
991,483,3
991,495,5
991,498,4
991,536,4
991,579,2
991,590,4
991,615,2
991,624,3
991,631,2
991,681,3
991,685,3
991,688,4
991,695,3
991,701,2
991,702,3
991,714,4
991,736,2
991,786,4
991,810,3
991,834,2
991,887,3
991,890,3
991,892,4
991,915,4
991,967,2
991,973,4
991,991,0
991,998,3
991,1003,2
991,1004,3
991,1020,3
991,1058,3
991,1081,3
991,1149,2
991,1149,3
991,1153,2
991,1175,2
991,1193,2
991,1230,3
991,1235,4
991,1237,1
991,1241,2
991,1259,3
991,1260,2
991,1289,3
991,1297,2
991,1315,3
991,1341,4
991,1358,3
991,1364,3
991,1385,3
991,1392,2
991,1400,2
991,1442,3
991,1452,3
991,1455,3
991,1487,3
991,1504,3
991,1509,2
991,1544,3
991,1561,1
991,1579,3
991,1582,1
991,1598,3
991,1599,2
991,1601,3
991,1659,5
991,1664,2
991,1683,4
991,1686,3
991,1690,3
991,1742,2
991,1747,2
991,1754,4
991,1776,4
991,1794,1
991,1808,4
991,1823,3
991,1825,2
991,1844,3
991,1853,2
991,1893,2
991,1893,3
991,1893,4
991,1911,2
991,1926,2
991,1933,2
991,1948,3
991,1948,4
991,1970,3
991,1993,3
991,1997,4
991,1998,3
991,2012,3
991,2072,3
991,2075,3
991,2106,2
991,2108,2
991,2119,2
991,2156,3
991,2158,3
991,2178,2
991,2178,3
991,2195,4
991,2235,2
991,2253,2
991,2285,2
991,2286,2
991,2309,3
991,2326,2
991,2386,2
991,2388,4
991,2397,3
991,2397,4
991,2418,2
991,2460,2
991,2473,3
991,2482,3
991,2515,3
991,2528,3
991,2540,4
991,2549,3
991,2594,3
991,2596,4
991,2610,3
991,2611,2
991,2613,4
991,2634,2
991,2649,2
991,2657,2
991,2657,3
991,2664,2
991,2675,4
991,2677,4
991,2707,2
991,2717,3
991,2727,3
991,2753,4
991,2755,2
991,2759,4
991,2775,2
991,2796,3
991,2806,2
991,2807,2
991,2808,4
991,2814,3
991,2839,2
991,2840,3
991,2873,2
991,2888,2
991,2911,3
991,2914,2
991,2929,2
991,2933,3
991,2953,2
991,2965,3
991,2980,3
991,2989,2
991,3001,2
991,3053,2
991,3066,3
991,3101,3
991,3108,2
991,3113,4
991,3196,3
991,3200,3
991,3202,2
991,3228,2
991,3248,2
991,3261,3
991,3273,3
991,3312,3
991,3325,5
991,3328,2
991,3336,4
991,3339,3
991,3341,1
991,3349,2
991,3353,4
991,3356,4
991,3358,4
991,3360,4
991,3388,1
991,3392,2
991,3392,4
991,3435,2
991,3443,3
991,3464,3
991,3486,4
991,3492,2
991,3506,3
991,3525,3
991,3529,3
991,3551,2
991,3555,2
991,3557,2
991,3585,3
991,3592,3
991,3618,2
991,3628,4
991,3633,3
991,3634,3
991,3706,2
991,3726,2
991,3755,1
991,3765,3
991,3765,4
991,3812,2
991,3818,4
991,3819,2
991,3859,2
991,3884,3
991,3899,2
991,3904,2
991,3907,3
991,3926,1
991,3932,2
991,3942,4
991,3957,3
991,3964,4
991,3973,3
991,4010,2
991,4035,4
991,4092,4
991,4095,2
991,4103,2
991,4111,2
991,4118,3
991,4135,3
991,4147,4
991,4152,3
991,4162,2
991,4163,2
991,4194,2
991,4194,3
991,4209,4
991,4231,3
991,4274,2
991,4307,3
991,4320,3
991,4345,3
991,4356,2
991,4361,2
991,4364,3
991,4367,3
991,4370,2
991,4404,2
991,4422,3
991,4427,3
991,4433,3
991,4464,2
991,4477,3
991,4508,2
991,4524,2
991,4620,3
991,4632,3
991,4652,4
991,4663,3
991,4680,2
991,4689,2
991,4746,2
991,4775,3
991,4792,3
991,4831,2
991,4836,3
991,4843,4
991,4866,2
991,4887,3
991,4898,4
991,4904,3
991,4905,3
991,4909,3
991,4922,3
991,4925,3
991,4926,2
991,4949,2
991,4951,3
991,4972,1
991,4972,2
991,4972,3
991,4973,2
991,4973,4
991,4988,2
991,5022,3
991,5036,2
991,5044,3
991,5067,2
991,5087,3
991,5089,2
991,5102,2
991,5118,3
991,5151,2
991,5160,2
991,5160,4
991,5165,3
991,5168,3
991,5169,3
991,5198,4
991,5207,3
991,5232,3
991,5233,1
991,5240,3
991,5262,3
991,5312,2
991,5350,3
991,5370,2
991,5383,3
991,5413,4
991,5439,2
991,5481,2
991,5491,2
991,5527,1
991,5530,3
991,5559,4
991,5566,3
991,5587,2
991,5604,4
991,5613,3
991,5623,3
991,5625,2
991,5649,3
991,5660,3
991,5671,3
991,5679,3
991,5708,3
991,5714,1
991,5722,3
991,5744,3
991,5777,2
991,5785,2
991,5795,3
991,5799,2
991,5807,2
991,5811,3
991,5818,4
991,5827,2
991,5846,2
991,5889,2
991,5892,2
991,5892,3
991,5907,2
991,5934,3
991,5943,3
991,5977,3
991,6005,2
991,6027,3
991,6030,3
991,6055,4
991,6067,2
991,6153,3
991,6157,3
991,6168,3
991,6200,2
991,6204,2
991,6207,2
991,6214,2
991,6214,3
991,6253,3
991,6291,2
991,6338,2
991,6404,2
991,6415,3
991,6416,2
991,6432,2
991,6449,2
991,6453,1
991,6457,2
991,6471,4
991,6482,2
991,6482,3
991,6488,2
991,6607,2
991,6625,3
991,6670,2
991,6681,3
991,6687,2
991,6693,2
991,6693,4
991,6718,4
991,6722,2
991,6731,2
991,6738,3
991,6740,2
991,6740,3
991,6744,2
991,6752,2
991,6767,3
991,6802,3
991,6821,3
991,6860,4
991,6861,3
991,6888,2
991,6888,3
991,6910,2
991,6926,2
991,6938,3
991,6942,3
991,6978,3
991,6988,1
991,7005,4
991,7007,3
991,7042,4
991,7047,2
991,7066,2
991,7075,5
991,7123,3
991,7126,2
991,7146,3
991,7148,2
991,7173,2
991,7183,3
991,7195,3
991,7205,3
991,7209,3
991,7242,3
991,7243,4
991,7247,2
991,7251,3
991,7258,4
991,7259,2
991,7299,2
991,7299,3
991,7350,3
991,7361,4
991,7407,2
991,7414,2
991,7469,2
991,7481,1
991,7489,3
991,7496,2
991,7501,2
991,7511,3
991,7515,3
991,7516,3
991,7518,2
991,7521,2
991,7524,2
991,7526,4
991,7545,3
991,7547,2
991,7609,2
991,7620,2
991,7636,3
991,7647,4
991,7649,2
991,7660,5
991,7674,5
991,7688,2
991,7701,3
991,7703,3
991,7738,3
991,7765,2
991,7774,3
991,7802,3
991,7806,2
991,7824,3
991,7831,3
991,7873,3
991,7881,3
991,7883,2
991,7899,5
991,7910,3
991,7912,3
991,7912,4
991,7916,2
991,7921,2
991,7934,3
991,7963,2
991,7968,3
991,7969,3
991,7975,3
991,7981,2
991,8027,3
991,8036,3
991,8055,4
991,8057,2
991,8057,3
991,8063,2
991,8088,4
991,8097,3
991,8164,2
991,8172,2
991,8173,4
991,8178,4
991,8193,1
991,8220,3
991,8227,2
991,8251,2
991,8281,3
991,8303,2
991,8350,3
991,8359,3
991,8422,3
991,8469,3
991,8477,2
991,8507,3
991,8521,2
991,8523,1
991,8526,2
991,8534,3
991,8536,3
991,8542,4
991,8557,2
991,8557,4
991,8584,4
991,8588,4
991,8599,3
991,8652,2
991,8727,2
991,8731,3
991,8745,3
991,8753,1
991,8753,2
991,8768,2
991,8806,2
991,8843,2
991,8844,2
991,8855,4
991,8873,2
991,8883,4
991,8891,2
991,8905,2
991,8911,3
991,8939,2
991,8943,2
991,8945,3
991,8980,2
991,8988,2
991,9001,2
991,9016,3
991,9025,3
991,9027,2
991,9050,2
991,9053,4
991,9084,4
991,9113,2
991,9157,2
991,9161,3
991,9187,3
991,9206,3
991,9232,4
991,9246,3
991,9247,3
991,9254,3
991,9281,3
991,9316,3
991,9316,4
991,9423,2
991,9441,4
991,9445,4
991,9460,2
991,9485,3
991,9509,4
991,9523,3
991,9535,3
991,9564,3
991,9567,4
991,9609,2
991,9620,4
991,9624,3
991,9628,3
991,9682,1
991,9682,2
991,9682,4
991,9684,2
991,9699,3
991,9701,2
991,9723,3
991,9745,2
991,9769,2
991,9796,3
991,9797,3
991,9830,3
991,9831,3
991,9858,3
991,9863,2
991,9875,1
991,9885,3
991,9927,2
991,9963,4
991,9992,2
991,10021,2
991,10047,1
991,10048,2
991,10052,3
991,10067,5
991,10081,3
991,10083,2
991,10101,4
991,10116,4
991,10136,4
991,10154,2
991,10175,2
991,10183,3
991,10194,2
991,10207,2
991,10220,2
991,10248,2
991,10265,3
991,10265,4
991,10269,3
991,10315,4
991,10335,2
991,10336,4
991,10357,2
991,10368,2
991,10373,4
991,10384,4
991,10388,4
991,10493,3
991,10528,2
991,10564,4
991,10565,3
991,10593,4
991,10599,2
991,10616,3
991,10640,2
991,10648,4
991,10729,3
991,10734,4
991,10751,4
991,10757,3
991,10757,4
991,10769,3
991,10772,3
991,10809,2
991,10819,2
991,10845,2
991,10845,3
991,10845,4
991,10848,5
991,10875,3
991,10899,3
991,10901,2
991,10907,2
991,10911,4
991,10919,3
991,10951,3
991,10954,4
991,10955,2
991,11014,2
991,11035,3
991,11047,3
991,11065,2
991,11095,3
991,11098,3
991,11116,4
991,11177,4
991,11196,2
991,11219,3
991,11241,2
991,11321,3
991,11323,2
991,11346,3
991,11351,3
991,11366,5
991,11387,4
991,11388,2
991,11460,3
991,11467,2
991,11471,4
991,11498,4
991,11504,2
991,11543,2
991,11544,3
991,11564,3
991,11606,4
991,11661,3
991,11663,2
991,11683,2
991,11719,4
991,11727,3
991,11730,4
991,11737,3
991,11758,4
991,11813,2
991,11844,2
991,11894,2
991,11897,3
991,11914,3
991,11937,3
991,11947,2
991,11994,3
991,12026,2
991,12027,3
991,12030,3
991,12034,2
991,12090,3
991,12094,3
991,12099,4
991,12105,2
991,12120,2
991,12141,4
991,12148,3
991,12155,2
991,12230,2
991,12255,2
991,12281,2
991,12293,2
991,12327,2
991,12345,2
991,12370,2
991,12372,4
991,12378,2
991,12395,3
991,12402,2
991,12426,3
991,12437,3
991,12467,4
991,12472,4
991,12479,5
991,12489,2
991,12517,3
991,12519,2
991,12543,2
991,12559,2
991,12570,2
991,12580,2
991,12620,2
991,12623,2
991,12650,3
991,12653,3
991,12655,4
991,12658,2
991,12678,2
991,12687,3
991,12689,2
991,12700,2
991,12701,2
991,12705,2
991,12708,3
991,12709,3
991,12717,2
991,12721,3
991,12731,4
991,12754,3
991,12757,2
991,12757,3
991,12766,3
991,12769,2
991,12779,2
991,12791,4
991,12795,2
991,12805,3
991,12805,4
991,12828,2
991,12876,2
991,12922,3
991,12949,4
991,12987,3
991,13088,4
991,13116,2
991,13120,3
991,13128,2
991,13134,2
991,13171,3
991,13172,5
991,13181,1
991,13181,2
991,13182,3
991,13205,3
991,13210,4
991,13213,3
991,13218,3
991,13223,2
991,13241,4
991,13248,2
992,992,0
993,993,0
994,279,1
994,294,1
994,994,0
994,1331,1
994,2350,1
994,2638,1
994,2920,1
994,3821,1
994,3845,1
994,5290,1
994,5837,1
994,6126,1
994,6719,1
994,6736,1
994,7176,1
994,7182,1
994,7253,1
994,7749,1
994,8577,1
994,9119,1
994,10022,1
994,10157,1
994,11452,1
994,12416,1
995,995,0
996,996,0
997,997,0
998,998,0
999,999,0
1000,1000,0
1001,135,2
1001,147,2
1001,526,2
1001,1001,0
1001,1414,2
1001,2619,2
1001,3225,2
1001,3444,1
1001,3694,2
1001,3815,2
1001,5038,2
1001,5392,1
1001,7468,2
1001,7540,2
1001,8772,2
1001,8994,1
1001,9679,2
1001,10132,2
1002,1002,0
1003,1003,0
1004,1004,0
1005,1005,0
1006,1006,0
1007,1007,0
1008,1008,0
1009,1009,0
1010,632,1
1010,1010,0
1010,2868,1
1010,2991,1
1010,3047,1
1010,4054,1
1010,7353,1
1010,7611,1
1010,8615,1
1010,12694,1
1011,1011,0
1012,1012,0
1013,1013,0
1013,1085,2
1013,2394,2
1013,4197,1
1013,6482,2
1013,6507,2
1013,7012,1
1013,9283,2
1013,9902,2
1013,11798,2
1013,12099,2
1014,1014,0
1015,1015,0
1016,1016,0
1017,1017,0
1018,1018,0
1019,1019,0
1020,1020,0
1021,1021,0
1021,3086,1
1021,5065,1
1021,6157,1
1021,6555,1
1021,9920,1
1021,12709,1
1021,12969,1
1021,13145,1
1022,1022,0
1023,1023,0
1024,1024,0
1025,388,1
1025,605,1
1025,1025,0
1025,1118,1
1025,2035,1
1025,4156,1
1025,5547,1
1025,6238,1
1025,9988,1
1025,11726,1
1025,11973,1
1026,1026,0
1027,1027,0
1028,1028,0
1029,1029,0
1030,1030,0
1031,1031,0
1032,1032,0
1033,1033,0
1034,1034,0
1035,1035,0
1036,1036,0
1037,1037,0
1037,1909,1
1037,1937,1
1037,2296,1
1037,3734,1
1037,4049,1
1037,5056,1
1037,6523,1
1037,6671,1
1037,6766,1
1037,6795,1
1037,10376,1
1037,11616,1
1037,12099,1
1037,12719,1
1037,12732,1
1038,1038,0
1039,1039,0
1040,1040,0
1041,263,1
1041,1041,0
1041,1204,1
1041,5112,1
1041,7710,1
1041,7919,1
1041,8148,1
1041,8198,1
1041,8944,1
1041,10348,1
1041,11513,1
1041,11807,1
1042,1042,0
1043,555,1
1043,782,2
1043,1043,0
1043,1761,2
1043,3281,2
1043,3415,2
1043,3623,2
1043,4528,2
1043,5048,2
1043,5211,2
1043,5431,2
1043,5892,2
1043,6186,2
1043,7035,2
1043,7543,2
1043,7720,1
1043,8199,2
1043,8811,2
1043,9169,2
1043,9441,2
1043,10417,2
1043,10443,2
1043,10933,2
1043,11697,1
1043,12979,1
1043,13208,2
1044,1044,0
1045,1045,0
1046,1046,0
1047,1047,0
1048,1048,0
1049,1049,0
1050,1050,0
1051,1051,0
1052,1052,0
1053,59,1
1053,659,2
1053,997,2
1053,1053,0
1053,1068,2
1053,1678,2
1053,1893,1
1053,2107,2
1053,2497,1
1053,3309,1
1053,3351,2
1053,3756,2
1053,4194,2
1053,4374,2
1053,4679,1
1053,4684,2
1053,4787,2
1053,4970,2
1053,5105,1
1053,5244,2
1053,5354,1
1053,5416,2
1053,5721,2
1053,6062,2
1053,6121,2
1053,6215,1
1053,6386,3
1053,6865,2
1053,7015,2
1053,7337,3
1053,7571,2
1053,7817,2
1053,8076,1
1053,8373,2
1053,8399,2
1053,8443,1
1053,9028,2
1053,9410,2
1053,9594,1
1053,10078,1
1053,10152,2
1053,10526,2
1053,10699,2
1053,10803,2
1053,11265,2
1053,11419,3
1053,12978,2
1053,12990,2
1053,13008,2
1053,13034,2
1053,13061,2
1053,13096,2
1053,13218,1
1054,1054,0
1055,1055,0
1056,1056,0
1057,1057,0
1058,1058,0
1059,1059,0
1060,1060,0
1061,1061,0
1061,2910,1
1061,4622,1
1061,5825,1
1061,10158,1
1062,1062,0
1063,1063,0
1064,1064,0
1065,1065,0
1066,1066,0
1067,1067,0
1068,1068,0
1069,350,2
1069,530,1
1069,579,1
1069,1069,0
1069,1619,1
1069,2362,1
1069,2541,1
1069,5549,1
1069,5777,1
1069,6312,1
1069,7921,1
1069,8479,2
1069,9436,1
1069,10557,1
1069,10572,1
1069,12757,1
1069,12916,2
1070,1070,0
1071,1071,0
1072,1072,0
1073,1073,0
1074,1074,0
1074,6632,1
1074,6911,1
1074,7052,1
1074,7631,1
1074,8985,1
1074,11959,1
1075,1075,0
1076,1076,0
1077,1077,0
1078,1078,0
1079,1079,0
1080,1080,0
1081,1081,0
1082,1082,0
1083,639,1
1083,921,1
1083,1083,0
1083,2192,1
1083,2411,1
1083,2719,1
1083,5737,1
1083,7267,1
1083,9185,1
1083,11445,1
1084,1084,0
1085,1085,0
1086,1086,0
1087,1087,0
1088,1088,0
1089,1089,0
1090,1090,0
1091,1091,0
1092,1092,0
1093,1093,0
1094,391,1
1094,454,1
1094,1094,0
1094,6408,1
1094,7178,1
1094,7517,1
1094,7912,1
1094,9283,1
1094,11301,1
1095,1095,0
1096,1096,0
1097,1097,0
1098,1098,0
1099,1099,0
1100,1100,0
1101,1101,0
1102,1102,0
1103,1103,0
1104,1104,0
1105,1105,0
1106,1106,0
1107,1107,0
1108,1108,0
1109,1109,0
1110,1110,0
1111,1111,0
1112,1112,0
1112,2958,1
1112,3643,1
1112,6330,1
1112,7923,1
1112,9859,1
1112,9870,1
1112,10508,1
1112,12270,1
1113,1113,0
1114,1114,0
1115,1115,0
1116,1116,0
1117,1117,0
1118,1118,0
1119,1119,0
1120,1120,0
1121,1121,0
1122,1122,0
1123,1123,0
1124,1124,0
1125,1125,0
1126,1126,0
1126,6386,1
1126,7337,1
1126,11419,1
1127,1127,0
1127,5746,1
1127,6620,1
1127,10772,1
1127,12761,1
1128,1128,0
1129,1129,0
1130,1130,0
1131,1131,0
1132,1132,0
1133,83,1
1133,84,1
1133,306,1
1133,447,1
1133,535,1
1133,872,1
1133,1046,1
1133,1060,1
1133,1133,0
1133,1447,1
1133,1465,1
1133,1511,1
1133,1972,1
1133,2005,1
1133,2080,1
1133,2121,1
1133,2485,1
1133,2803,1
1133,3002,1
1133,3054,1
1133,3406,1
1133,3667,1
1133,3868,1
1133,4355,1
1133,4587,1
1133,4650,1
1133,4895,1
1133,5003,1
1133,5026,1
1133,5060,1
1133,5270,1
1133,5868,1
1133,6293,1
1133,6295,1
1133,6355,1
1133,6392,1
1133,6396,1
1133,6645,1
1133,8374,1
1133,8545,1
1133,8835,1
1133,8948,1
1133,9014,1
1133,9095,1
1133,9666,1
1133,9726,1
1133,10109,1
1133,10140,1
1133,10529,1
1133,10800,1
1133,11352,1
1133,11932,1
1133,12009,1
1133,12144,1
1133,12362,1
1133,12457,1
1133,12583,1
1133,12661,1
1134,1134,0
1135,1135,0
1136,1136,0
1137,1137,0
1138,1138,0
1139,1139,0
1140,1140,0
1141,1141,0
1142,1142,0
1143,1143,0
1144,1144,0
1145,1145,0
1146,1146,0
1147,42,3
1147,95,2
1147,140,2
1147,234,3
1147,247,2
1147,291,3
1147,352,2
1147,373,2
1147,552,3
1147,637,3
1147,878,2
1147,895,2
1147,973,2
1147,1147,0
1147,1190,2
1147,1198,2
1147,1226,2
1147,1276,1
1147,1276,2
1147,1382,2
1147,1600,2
1147,1643,2
1147,1782,3
1147,1840,3
1147,1893,2
1147,1923,2
1147,1940,2
1147,1995,2
1147,2048,2
1147,2057,3
1147,2374,1
1147,2419,3
1147,2555,2
1147,2602,2
1147,2738,2
1147,2747,2
1147,2757,3
1147,2834,3
1147,2855,2
1147,3029,2
1147,3045,3
1147,3364,2
1147,3416,3
1147,3473,2
1147,3612,2
1147,3645,2
1147,3700,2
1147,3709,1
1147,3723,3
1147,3832,2
1147,3928,2
1147,3962,2
1147,4018,3
1147,4190,3
1147,4194,2
1147,4424,3
1147,4463,1
1147,4472,2
1147,4631,2
1147,4635,3
1147,4708,3
1147,4807,2
1147,5046,2
1147,5246,2
1147,5255,2
1147,5310,2
1147,5460,2
1147,5515,2
1147,5595,2
1147,5605,3
1147,5645,3
1147,5668,3
1147,5823,2
1147,5954,3
1147,5994,2
1147,6073,2
1147,6109,2
1147,6520,2
1147,6588,1
1147,6651,2
1147,6694,2
1147,6720,3
1147,6735,2
1147,6934,3
1147,7032,3
1147,7058,3
1147,7069,3
1147,7158,1
1147,7164,2
1147,7186,2
1147,7291,2
1147,7383,3
1147,7387,3
1147,7394,3
1147,7429,2
1147,7505,2
1147,7507,2
1147,7527,2
1147,7654,2
1147,7782,3
1147,7829,2
1147,7856,3
1147,7866,3
1147,8065,2
1147,8106,2
1147,8193,1
1147,8196,2
1147,8245,3
1147,8248,1
1147,8569,2
1147,9029,3
1147,9092,3
1147,9133,3
1147,9153,3
1147,9224,2
1147,9263,3
1147,9313,2
1147,9321,2
1147,9435,2
1147,9475,3
1147,9595,2
1147,9605,2
1147,9674,2
1147,9944,3
1147,9970,2
1147,9970,3
1147,9972,1
1147,10239,3
1147,10255,1
1147,10272,2
1147,10286,2
1147,10553,1
1147,10594,1
1147,10669,1
1147,10695,2
1147,10835,3
1147,10871,1
1147,10984,3
1147,11108,1
1147,11232,2
1147,11297,1
1147,11605,2
1147,11627,2
1147,11707,2
1147,11850,2
1147,11851,3
1147,11883,3
1147,11923,3
1147,11926,3
1147,12021,2
1147,12151,1
1147,12197,3
1147,12450,2
1147,12501,3
1147,12542,2
1147,12555,2
1147,12673,2
1147,12714,2
1147,12807,1
1147,12939,3
1147,12989,2
1148,1148,0
1148,1300,1
1148,1437,1
1148,2333,1
1148,4304,1
1148,7862,1
1148,8574,1
1149,1149,0
1150,1150,0
1151,1151,0
1152,1152,0
1153,1153,0
1154,1154,0
1154,2408,1
1154,5816,1
1154,11858,1
1154,12242,1
1155,1155,0
1156,1156,0
1157,1157,0
1158,1158,0
1159,1159,0
1160,1160,0
1161,1161,0
1162,21,1
1162,1009,1
1162,1162,0
1162,3104,1
1162,3168,1
1162,3961,1
1162,4093,1
1162,4846,1
1162,5043,1
1162,5366,1
1162,5751,1
1162,7294,1
1162,10310,1
1163,1163,0
1164,1164,0
1165,1165,0
1166,1166,0
1167,1167,0
1168,1168,0
1169,1169,0
1170,1170,0
1171,1171,0
1172,1172,0
1173,1173,0
1174,1174,0
1175,1175,0
1176,1176,0
1177,1177,0
1178,1178,0
1179,1179,0
1180,1180,0
1180,6883,1
1180,9819,1
1180,10075,1
1180,10930,1
1181,1024,1
1181,1181,0
1181,1966,1
1181,6844,1
1181,7946,1
1182,1182,0
1182,1966,1
1182,6844,1
1182,6897,1
1182,7946,1
1182,8018,1
1183,1183,0
1184,1184,0
1185,1185,0
1186,1186,0
1187,1187,0
1188,1188,0
1189,1189,0
1190,1190,0
1191,1191,0
1192,1192,0
1193,1193,0
1194,1194,0
1195,1195,0
1196,1196,0
1197,1197,0
1198,1198,0
1199,1199,0
1200,1200,0
1201,524,2
1201,1201,0
1201,1986,1
1201,2852,2
1201,3324,2
1201,3760,2
1201,4109,2
1201,6773,2
1201,6804,1
1201,7734,1
1201,7860,2
1201,8135,2
1201,8705,2
1201,11395,1
1201,12640,2
1201,12642,1
1202,28,3
1202,35,2
1202,35,3
1202,97,1
1202,134,4
1202,135,4
1202,147,4
1202,231,2
1202,333,1
1202,344,3
1202,365,2
1202,370,3
1202,391,3
1202,391,4
1202,403,3
1202,439,3
1202,526,4
1202,561,3
1202,622,3
1202,648,3
1202,662,4
1202,790,2
1202,889,2
1202,1001,2
1202,1026,3
1202,1092,4
1202,1180,3
1202,1202,0
1202,1220,3
1202,1251,4
1202,1291,3
1202,1372,2
1202,1376,2
1202,1376,4
1202,1414,4
1202,1434,3
1202,1464,3
1202,1525,4
1202,1559,2
1202,1644,3
1202,1693,2
1202,1768,3
1202,1786,1
1202,1819,4
1202,1904,3
1202,2015,2
1202,2053,4
1202,2065,3
1202,2124,3
1202,2255,2
1202,2322,3
1202,2327,3
1202,2339,2
1202,2362,2
1202,2411,2
1202,2523,2
1202,2545,3
1202,2548,4
1202,2619,4
1202,2654,2
1202,2699,2
1202,2716,4
1202,2801,2
1202,2810,3
1202,2816,2
1202,2847,3
1202,2919,2
1202,3020,2
1202,3225,4
1202,3294,3
1202,3302,3
1202,3394,4
1202,3444,3
1202,3456,3
1202,3457,4
1202,3482,2
1202,3523,3
1202,3544,2
1202,3649,3
1202,3659,1
1202,3676,2
1202,3688,2
1202,3694,4
1202,3697,3
1202,3702,3
1202,3815,4
1202,3868,3
1202,3875,3
1202,3878,3
1202,3937,3
1202,3951,2
1202,3951,3
1202,4067,3
1202,4110,3
1202,4188,2
1202,4298,2
1202,4299,2
1202,4353,1
1202,4420,3
1202,4433,2
1202,4465,2
1202,4526,3
1202,4537,2
1202,4538,3
1202,4544,2
1202,4565,1
1202,4668,4
1202,4716,3
1202,4767,2
1202,4790,4
1202,4795,3
1202,4863,4
1202,4979,3
1202,5013,2
1202,5038,4
1202,5106,3
1202,5107,3
1202,5134,2
1202,5134,3
1202,5134,4
1202,5143,3
1202,5146,3
1202,5149,2
1202,5202,3
1202,5223,3
1202,5293,3
1202,5322,1
1202,5324,4
1202,5381,2
1202,5387,3
1202,5392,3
1202,5468,1
1202,5469,3
1202,5475,2
1202,5545,3
1202,5597,2
1202,5655,2
1202,5711,3
1202,5718,3
1202,5756,2
1202,5801,3
1202,5879,2
1202,5922,3
1202,5940,2
1202,6026,2
1202,6082,2
1202,6091,3
1202,6121,2
1202,6121,3
1202,6138,2
1202,6161,2
1202,6181,3
1202,6250,2
1202,6262,2
1202,6333,3
1202,6382,3
1202,6550,2
1202,6550,3
1202,6618,2
1202,6626,3
1202,6643,1
1202,6676,3
1202,6705,2
1202,6758,3
1202,6780,1
1202,6783,3
1202,6803,2
1202,6883,4
1202,6897,2
1202,6946,3
1202,6974,2
1202,6982,3
1202,7022,3
1202,7040,3
1202,7046,2
1202,7068,4
1202,7070,4
1202,7163,3
1202,7276,2
1202,7333,3
